frame_id,source_set,source_label,output_label,reason,axis_assignment_candidates
wood_183705:000768,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/000768.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/000768.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_90"", ""YAW_270""]"
wood_183705:000828,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/000828.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/000828.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_90"", ""YAW_270""]"
wood_183705:000889,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/000889.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/000889.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_183705:000949,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/000949.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/000949.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_183705:001010,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/001010.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/001010.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_183705:001070,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/001070.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/001070.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_183705:001130,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/001130.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/001130.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_183705:001193,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/001193.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/001193.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_183705:001263,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/001263.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/001263.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_183705:001327,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/001327.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/001327.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_90"", ""YAW_270""]"
wood_183705:001388,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/001388.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/001388.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_90"", ""YAW_270""]"
wood_183705:001463,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/001463.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/001463.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_183705:001523,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/001523.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/001523.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_184309:000012,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000012.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000012.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_184309:000072,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000072.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000072.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_184309:000132,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000132.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000132.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_90"", ""YAW_270""]"
wood_184309:000192,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000192.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000192.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_90"", ""YAW_270""]"
wood_184309:000252,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000252.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000252.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_184309:000312,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000312.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000312.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_184309:000372,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000372.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000372.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_90"", ""YAW_270""]"
wood_184309:000432,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000432.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000432.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_90"", ""YAW_270""]"
wood_184309:000492,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000492.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000492.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_90"", ""YAW_270""]"
wood_184309:000552,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000552.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000552.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_184309:000612,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000612.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000612.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_184309:000674,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000674.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000674.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_184309:000734,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000734.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000734.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_184309:000804,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000804.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000804.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_184309:000864,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000864.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000864.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_90"", ""YAW_270""]"
wood_184309:000925,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000925.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000925.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_184309:000987,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000987.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000987.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_184309:001081,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/001081.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/001081.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_184309:001141,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/001141.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/001141.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
wood_184309:001201,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/001201.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/001201.json,UNCONFIRMED_SIGNED_CANONICAL_AXIS,"[""YAW_0"", ""YAW_180""]"
