frame_id,source_recording,population_role,usage_role,controlled_eval_eligible,exclusion_reason,source_dataset,gt_source,manual_kps_present,manual_kps_usable_count,known_broken_before_temporal,known_broken_reason,FT_OVERLAP,paper_eval_recording_overlap,closure_eligible,closure_exclusion_reason
capturenight01_manual_gt__1779448594529620736,capturenight01,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight02_manual_gt__1779448726204407296,capturenight02,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight02_manual_gt__1779448728372722944,capturenight02,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight02_manual_gt__1779448729640510208,capturenight02,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight02_manual_gt__1779448754290919680,capturenight02,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight02_manual_gt__1779448756059212288,capturenight02,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight02_manual_gt__1779448757593242112,capturenight02,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight03_manual_gt__1779448855092836864,capturenight03,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight03_manual_gt__1779448863832166400,capturenight03,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight03_manual_gt__1779448868035222528,capturenight03,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight03_manual_gt__1779448869636532992,capturenight03,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight03_manual_gt__1779448872738284800,capturenight03,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight03_manual_gt__1779448874006227968,capturenight03,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight03_manual_gt__1779448882812175360,capturenight03,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight03_manual_gt__1779448883946251264,capturenight03,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight03_manual_gt__1779448885080491264,capturenight03,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight03_manual_gt__1779448886415168000,capturenight03,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight03_manual_gt__1779448900157882368,capturenight03,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight03_manual_gt__1779448901592700416,capturenight03,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight03_manual_gt__1779448903193593600,capturenight03,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight03_manual_gt__1779448915368495616,capturenight03,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight03_manual_gt__1779448922440025600,capturenight03,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight03_manual_gt__1779448927277019648,capturenight03,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight03_manual_gt__1779448928544302080,capturenight03,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight03_manual_gt__1779448929711908352,capturenight03,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight03_manual_gt__1779448935115737600,capturenight03,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight03_manual_gt__1779448939051663616,capturenight03,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight04_manual_gt__1779449040507058176,capturenight04,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight04_manual_gt__1779449048012287232,capturenight04,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight04_manual_gt__1779449050347302400,capturenight04,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight04_manual_gt__1779449055320893184,capturenight04,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
capturenight04_manual_gt__1779449060087834368,capturenight04,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000015,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000030,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000045,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000060,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000075,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000090,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000105,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000210,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000225,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000240,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000255,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000270,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000285,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000300,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000315,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000330,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000345,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000360,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000825,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000840,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000855,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000870,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000885,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
forklift_20260528_manual_gt__000900,forklift_raw_20260528_163408,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449173709591552,capturenight05,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449178279663872,capturenight05,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449180481178880,capturenight05,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449182916275200,capturenight05,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449185084437248,capturenight05,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449191722656768,capturenight05,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449194023912448,capturenight05,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449196392532480,capturenight05,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449198527179520,capturenight05,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449208067558144,capturenight05,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449210935970816,capturenight05,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449234136754176,capturenight06,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449236238168576,capturenight06,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449240774612992,capturenight06,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449243243076352,capturenight06,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449245478053376,capturenight06,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449247779662080,capturenight06,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449252349532672,capturenight06,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449254651112192,capturenight06,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449256919425024,capturenight06,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449259354370816,capturenight06,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449261622708480,capturenight06,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449263958007040,capturenight06,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449266426633216,capturenight06,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449268560877056,capturenight06,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
night_eval_manual_gt__1779449305228291328,capturenight07,DEV_UNVERIFIED,DEV_SUPPORT,false,UNVERIFIED_LEGACY,manual_gt_legacy,,True,8,False,,False,False,False,evaluation-ineligible: usage_role DEV_SUPPORT; workspace exclusion_reason UNVERIFIED_LEGACY
