image_path,image_sha256,capture_session,paper_condition
data/pallet/raw_data/outside/capturepallet10/rgb/1778654228325009920.png,eea705ac0b874b9e66bebaeb426d656866b4f1eb37958e12e3483d9788befd70,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654228459032576.png,9277e25493225fe7004294116789e55e2ab8efb20d927c138221caa7e732c5fa,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654228526265088.png,b76c7963279d619a02d24bd11ade1b8b44c26c07e862de9a2232e7c63cb467f8,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654228593393664.png,00dbeba2f50ac8519245a6e5a522ae2fd5142f39fe86cc80f6b523f7c9b2965c,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654228660531200.png,8f91cf9fd8554bd339f3e6c7948e80609bc401534f74227288d1b70d5e760d0b,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654228694469120.png,86975d6c88d7e0f031a788d26785ff96e0158010796fe2983e88367d5366c016,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654228761379840.png,976e678c052cdc49e3b0ec1e4e621f79214a203ed8afd718dd543ee58a13cc90,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654228862233088.png,a2569bf5645a49c30684d481761330d79c77317d7361d6510cfb392d6055d855,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654228963407616.png,b4605adf08736c30f54d05f18c63d9a80d7534063cc5ad6dc3b94a8495dcfaf5,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654229097678592.png,d1e4830a76a4b16ed6356b902ca24da84ff3575e6a2779ac79ca00b92a2ef123,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654229198245120.png,20bc4a303d0d434da372cbdb6e2130f93969fc6174bf0bc61d43d81c360ea723,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654229265481728.png,92ceb92035d20f801a76cb6a757b7c75f8ef2307c922a4af780cadffaeb2dfad,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654229298910720.png,38acf85b383e0d55d44615ce018b6dab2adb644447338c3751f923811b5eb874,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654229366105600.png,601edf821c933881057ca6026f40576b842df2742c3fe93946399226db30e864,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654229399635200.png,09650a9c75a5ef532ca24a941391fda57f1f54222ffc013ed98957769e3b5dd1,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654229466870016.png,ea27c58ed27acd9db7a7791821d87546c3e4b38472b95eb6a4de7166293d2ea3,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654229534095616.png,5e887cc01e73421668387534125a9ec103ac6eae1a92cdc385e0b9541d3e1145,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654229567608832.png,40a3c946584882eb864ca6836674407a9982f096e1765a0c792b6beb8db5d742,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654229634981632.png,c54929e3dbab7088a590f585054d20e4323effd11fcdd86464ce0c57658be4b0,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654229702457600.png,92624fbadac63d72b7e825b9fa80ebccad7a4a325e29ad17cb5d86cf9debf6d8,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654229836749312.png,16c5afc83ce03d04081b9a66626ccb83dc48387e1ed68b837b8b32bbeedaecca,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654229971158016.png,a5216212d6fca3b7a0f34d94021eb0f10396a0f0ab37b8e2a8f3859a4b92ef0e,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654230105337856.png,2e47ebe79b69abbd3c690723e1b65390bb9b567ca2ac1327dead6612c41cec6f,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654230172354816.png,9a0e9b8221c1a3e4563b79e3ec6d954cd5dd0a529a3ac92571a965f907e6b2c7,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654230206120704.png,63e4eebbf76131dd5ad58268f931bb3f6c105b5bb2ed18bfa528c2d197768455,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654230273189120.png,71c1ffd9655deaab1739ebaee7aed6e63609d1446d08b14a8f484ce5b35b20c8,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654230340392704.png,3e4b43d5166e67d4602cd586d25f33a246f6f5912cd61432ed00538e64f6af93,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654230407604480.png,977f481c66bfe494ffeaee75782a4235830f68884185eed2204590925be69870,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654230441147648.png,135096e1fff7396de87ae06063048a1ca2a33858f9365296b61024798ed70956,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654230542051328.png,e1d79b177232f0ce905421e104ad909fcedea49b20d64fac93999f6ff8b5b729,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654230676632576.png,ade0afa82436109b665001e704f8434ec3e1273b9d7d7f674508911244bd8567,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654230811011840.png,ec62a20f72c577d5e28e0683506557390c34f300285d94e0dc4fc57d2939975f,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654230911571968.png,fd12a113dd626013146321a80eb7e3dd298a48fbacf1977192c1cccb9a7782ee,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654231012527104.png,bad08b8b3814c3dc301fec96b982378ba83633f50537631fcfb064acd44bfa2b,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654231046062848.png,013f0c817c1070fdcb415b18c0d8c1d1dd26d959d851f335db0d98eaaed209ad,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654231113123584.png,fdad29d92a7b18c532a68bd517e895b42b1f589524ea06552f47b334e536212f,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654231180371200.png,542652ffa4dec90f9c9131750ac2b1849b6d74443e4132d6b22af1c46ccb3c06,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654231247439616.png,dd861bedce9141f3b27bc91072b520e4f6f8c52013b6aee10b53c8e8690ca2d3,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654231348778752.png,acd1169058a4f1abed48ea332228ff450f048f7b6c58ba96fc4f0770f4dcecf8,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654231482736128.png,fed562d55285cb033caebe4b9b88ddb7bfffcd446e85ddb4bc6fc8870b03159e,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654231516491776.png,dcd6703457bed462fceea1a1dc8e973277e1cb6cb5346e3c743129377e855ded,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654231583386624.png,0de7c50ec3eb678403670cc233183bf8268f3b802630b3d79015fb3452a312ac,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654231650632448.png,8a50b6e7bc1fb0aeb04c44222b32ba226bded8abb063ef0369d8eac65015ffe4,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654231717884160.png,c5b069c253db69ebc50df18b1a54150fc1beae95c262ae5ecf576632b2ca0922,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654231785018112.png,ede755b6eefb0662503772f4370684958d28e471c1d930f44b250cf2b788375e,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654231818488832.png,ed1f4efa6e7c2094898ce8fe62e91c1475edbd3c9707a6ea1e5234b5c2daacb3,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654231885628416.png,c5205a144bba8c72576b75f6254d9eafb84088b4a6ee1b8d1f7f114167305528,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654232020327168.png,8644e71ce97b07341fd050a6ea216ef37fdb023e75ef68e70fd09d7587caa444,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654232120982528.png,2393207fff333a7a0ebd3033ecec4831313b25fb5afddac15e035d465626c775,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654232154441984.png,13ae41cbf5fb2750d5d4cd158e0ec43241dc3bd7f87c836a93ad983836459b5c,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654232221765376.png,60f98f62c967ffd2ff9b7fcd22fb635dfa4e12e797a0806e46fc0ac8807216b5,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654232288881152.png,1bafd5f0d8d5edd5105c2ebef66e7abb4bcf34ddabb82a823bef761f38b1fe42,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654232356115200.png,7f155e09e2cd21eb0722f0efeec316cf1cae2565eecf52db9daaf1aa81281fb9,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654232423352320.png,194f2c9b41483b100c3838f0c06ca77ebfc21eae16dd653a34c990dba1e03f94,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654232490574592.png,72aa256187f484ff1fc06ff1f038bccf782984afb2998c376dd4339dd3ce9ff8,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654232558036992.png,cddf6271bb8c831a017313546de389a846d136aa2baa534c6e15cb10d1f75126,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654232591292160.png,036f441c44c940f91622027422962b8487e62ed3d2b40e118d47c778bb76abf8,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654232658589440.png,5ddeaff3419d7e599708815d33e207703fc498af3dec67d20a526be91b98ab6c,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654232759480064.png,39ef0fb8b884c66208b256c06ea24058b17501ce883037fef45f74a7881980ba,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654232893975552.png,57576289aee38e3372d76f7bd3e9928376655531d8b38844bed5aebee540a1eb,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654232994669824.png,a9ec1c4dd78f137f87dec42a0a62c2f947dcf4f5ab1f00ef18a70939d725f551,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654233061880320.png,663eebdec908b36ba0e72170cb8239b73547e6715789ca0ae9241be0525b160b,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654233128922880.png,22fad09ae6c8d453e4161e4b994d21440b9c60da509014f61dea7defcb4f3be0,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654233196204032.png,51b9bfac38cccece91c63f3e474e334fe3de238567622b62630ad682798e96f5,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654233263299328.png,f4cab6d97c3e5c6f771927e9d5404ac2219c2a41b1f4a4b3ef892e4fa05e207b,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654233330537728.png,0aa91788b2c4843318c319f82c40d13d54fd560c170ba488a1e92a0e6830ba50,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654233397724416.png,343d66ffe4fcc44b87d913a07ea3449c70a9aa6b35f211ebb03e68c01def141a,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654233465050880.png,8bb66da5bb6929cc09907cef8af1373b511b687c3b903f524e3f8e7bd14053dc,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654233532171776.png,8fea7d29b238cc2a9af917de69e422a859ac2386399ba0108b421e0f6a2433ad,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654233599521792.png,c75acb9c473c9904dc69bffba3020bf988224c7cba95ae76f6a9bf2703c1fb17,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654233633334784.png,bf1e11dfedda6ead35a683460986df4d54065854267fbe7a0b54c44bb78c7443,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654233700340224.png,6c073104e527990e9c9eaab59757533569833a76a9974a139c9cae09ca754391,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654233767341312.png,03a72ee204ca569df38c30b8ff1e07c231cfc5dfc64343cf504605b7fb073e69,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654233834444800.png,4376df1a8b810d2afb507a806445a706499d51c0084b574b34d57867d0a28dab,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654233868270080.png,b4b9e3f12a1d69e378cce5971bba2d9b567b905caef33af382bd3955d9ffb868,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654233935367168.png,79b9d69ca05b10e1c624b46a902eecd07e64e7b96dc351cb479dac2ccc1fea34,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654234002472448.png,13143cab0921cd6e2f8633f469ab9cfa07170f1033fb81c5c5bd9be96f855133,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654234069582592.png,cf56bb1ce1667b0766cd4b2f622987d3113a921792b19c90a199d2ea2e463f40,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654234136771840.png,e34102480e48d52050a26b225f60732c5e7c7302557a8833cc31248cbc245b9d,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654234203892992.png,d341063309ccd321276896a6d5291fe8e155460c6ee28fc0ea4f5f72ae7a233f,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654234271365376.png,614cedccdc7243d225d53519231a2d59126a856457a346b4f0a5e4525cceba00,capturepallet10,day
