sample_id,domain,image_path,annotation_path,session_id,scene_id,asset_id,frame_index,width,height,is_padded,has_pallet,annotation_source,annotation_quality,num_manual_keypoints,num_auto_filled_keypoints,num_visible_keypoints,pallet_width_m,pallet_depth_m,pallet_height_m,camera_intrinsic_source,sha256,split,image_exists
G/f0018,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0018_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0018_label.json,,,,0018,640,480,false,1,renderer,exact_synthetic,,,9,1.4547845125198413,1.0772969722747803,0.17008893517777324,json:fx457.4,,,true
G/f0019,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0019_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0019_label.json,,,,0019,960,540,false,1,renderer,exact_synthetic,,,9,1.0793161392211914,1.3202323913574219,0.15657732170075178,json:fx372.1,,,true
G/f0020,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0020_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0020_label.json,,,,0020,640,480,false,1,renderer,exact_synthetic,,,9,0.9719449579715729,1.2078421711921692,0.1776954084634781,json:fx605.9,,,true
G/f0021,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0021_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0021_label.json,,,,0021,720,480,false,1,renderer,exact_synthetic,,,9,1.2501971125602722,0.9828900098800659,0.17443028185516596,json:fx466.7,,,true
G/f0022,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0022_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0022_label.json,,,,0022,960,540,false,1,renderer,exact_synthetic,,,9,0.9092411994934082,1.4929752349853516,0.14067875081673265,json:fx635.4,,,true
G/f0023,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0023_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0023_label.json,,,,0023,640,480,false,1,renderer,exact_synthetic,,,9,1.2587833404541016,0.816493034362793,0.1387971518561244,json:fx379.7,,,true
G/f0024,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0024_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0024_label.json,,,,0024,560,560,false,1,renderer,exact_synthetic,,,9,0.9987875508522862,1.339292008269696,0.16997735202312486,json:fx605.9,,,true
G/f0025,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0025_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0025_label.json,,,,0025,640,480,false,1,renderer,exact_synthetic,,,9,1.0071048736572266,1.2098348140716553,0.15208260994404554,json:fx353.0,,,true
G/f0026,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0026_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0026_label.json,,,,0026,640,480,false,1,renderer,exact_synthetic,,,9,1.2139413356781006,0.884474277496339,0.146618424449116,json:fx663.9,,,true
G/f0027,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0027_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0027_label.json,,,,0027,640,480,false,1,renderer,exact_synthetic,,,9,1.0672621726989746,1.3502763509750366,0.16122530680149794,json:fx433.1,,,true
G/f0028,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0028_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0028_label.json,,,,0028,720,480,false,1,renderer,exact_synthetic,,,9,0.8006412513350382,1.1137932608544376,0.13485982036218047,json:fx569.2,,,true
G/f0029,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0029_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0029_label.json,,,,0029,960,540,false,1,renderer,exact_synthetic,,,9,0.9626750946044922,1.2570185661315918,0.13179254480098734,json:fx487.2,,,true
G/f0030,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0030_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0030_label.json,,,,0030,560,560,false,1,renderer,exact_synthetic,,,9,1.2380867004398204,0.774754524230957,0.1465335669927299,json:fx605.9,,,true
G/f0031,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0031_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0031_label.json,,,,0031,640,480,false,1,renderer,exact_synthetic,,,9,1.2442719340324402,1.0666112899780273,0.1827458618208766,json:fx459.7,,,true
G/f0032,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0032_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0032_label.json,,,,0032,640,480,false,1,renderer,exact_synthetic,,,9,1.1175424174180095,0.8521070143469862,0.140620238147676,json:fx445.4,,,true
G/f0033,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0033_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0033_label.json,,,,0033,960,540,false,1,renderer,exact_synthetic,,,9,1.3619158267974867,0.942431628704071,0.15128401247784495,json:fx605.9,,,true
G/f0034,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0034_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0034_label.json,,,,0034,960,540,false,1,renderer,exact_synthetic,,,9,0.8564346730709076,1.0003758668899536,0.14883680921047926,json:fx315.7,,,true
G/f0035,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0035_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0035_label.json,,,,0035,640,480,false,1,renderer,exact_synthetic,,,9,0.903432309627533,1.1380757093429565,0.11303869215771556,json:fx605.9,,,true
G/f0036,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0036_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0036_label.json,,,,0036,960,540,false,1,renderer,exact_synthetic,,,9,1.0155611038208017,1.2073297500610352,0.15939750103279948,json:fx455.7,,,true
G/f0037,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0037_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0037_label.json,,,,0037,720,480,false,1,renderer,exact_synthetic,,,9,0.972928524017334,1.121567964553833,0.1985758412629366,json:fx593.2,,,true
G/f0038,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0038_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0038_label.json,,,,0038,960,540,false,1,renderer,exact_synthetic,,,9,1.4141321182250977,0.8432798385620117,0.15406352560967207,json:fx319.2,,,true
G/f0039,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0039_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0039_label.json,,,,0039,640,480,false,1,renderer,exact_synthetic,,,9,0.7787755727767944,1.039354681968689,0.16726862080395222,json:fx447.6,,,true
G/f0040,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0040_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0040_label.json,,,,0040,720,480,false,1,renderer,exact_synthetic,,,9,1.0492225168181921,0.8865470932651098,0.14211586816236377,json:fx605.9,,,true
G/f0041,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0041_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0041_label.json,,,,0041,640,480,false,1,renderer,exact_synthetic,,,9,1.012441635131836,1.1089811325073242,0.18336227536201477,json:fx493.0,,,true
G/f0042,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0042_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0042_label.json,,,,0042,960,540,false,1,renderer,exact_synthetic,,,9,1.250413298606874,0.868794322013855,0.16541002970188856,json:fx605.9,,,true
G/f0043,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0043_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0043_label.json,,,,0043,720,480,false,1,renderer,exact_synthetic,,,9,0.9563103318214417,1.2761485576629639,0.15521013736724854,json:fx698.9,,,true
G/f0044,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0044_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0044_label.json,,,,0044,560,560,false,1,renderer,exact_synthetic,,,9,1.2192707061767578,0.8848834037780762,0.15557392220944166,json:fx327.8,,,true
G/f0045,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0045_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0045_label.json,,,,0045,640,480,false,1,renderer,exact_synthetic,,,9,1.1798405647277832,0.8997106552124035,0.1397572928108275,json:fx335.6,,,true
G/f0046,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0046_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0046_label.json,,,,0046,960,540,false,1,renderer,exact_synthetic,,,9,0.902216911315918,1.0484485626220703,0.16722621396183968,json:fx605.9,,,true
G/f0047,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0047_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0047_label.json,,,,0047,640,480,false,1,renderer,exact_synthetic,,,9,1.215315818786621,1.3119325637817383,0.19747768808156252,json:fx467.1,,,true
G/f0048,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0048_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0048_label.json,,,,0048,640,480,false,1,renderer,exact_synthetic,,,9,1.428670883178711,0.8960795402526855,0.16722704749554396,json:fx508.4,,,true
G/f0049,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0049_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0049_label.json,,,,0049,960,540,false,1,renderer,exact_synthetic,,,9,1.4279547929763807,0.9528079032897949,0.19438231270760298,json:fx605.9,,,true
G/f0050,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0050_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0050_label.json,,,,0050,640,480,false,1,renderer,exact_synthetic,,,9,1.0807695388793945,0.8514938354492195,0.11961421649903059,json:fx600.4,,,true
G/f0051,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0051_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0051_label.json,,,,0051,640,480,false,1,renderer,exact_synthetic,,,9,1.1251493096351624,1.1427403688430786,0.17165172472596169,json:fx510.9,,,true
G/f0052,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0052_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0052_label.json,,,,0052,960,540,false,1,renderer,exact_synthetic,,,9,1.0574952363967896,0.7950134873390198,0.1292669721879065,json:fx544.0,,,true
G/f0053,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0053_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0053_label.json,,,,0053,640,480,false,1,renderer,exact_synthetic,,,9,0.8959455490112305,0.83428955078125,0.11969657521694899,json:fx605.9,,,true
G/f0054,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0054_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0054_label.json,,,,0054,640,480,false,1,renderer,exact_synthetic,,,9,0.7171952724456812,0.9776291251182574,0.1340821124613285,json:fx531.0,,,true
G/f0055,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0055_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0055_label.json,,,,0055,640,480,false,1,renderer,exact_synthetic,,,9,1.195772409439087,0.9384752511978149,0.13335502473637462,json:fx605.9,,,true
G/f0056,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0056_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0056_label.json,,,,0056,960,540,false,1,renderer,exact_synthetic,,,9,1.1217521075941488,0.9755068122904054,0.15973936347290887,json:fx337.2,,,true
G/f0057,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0057_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0057_label.json,,,,0057,960,540,false,1,renderer,exact_synthetic,,,9,1.056396484375,1.1006584167480469,0.18774345889687538,json:fx572.2,,,true
G/f0058,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0058_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0058_label.json,,,,0058,640,480,false,1,renderer,exact_synthetic,,,9,0.9064369201660156,1.0502815246582031,0.13859460805313972,json:fx605.9,,,true
G/f0059,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0059_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0059_label.json,,,,0059,720,480,false,1,renderer,exact_synthetic,,,9,0.9119501113891602,1.4551172256469727,0.16590705793350935,json:fx605.9,,,true
G/f0060,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0060_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0060_label.json,,,,0060,640,480,false,1,renderer,exact_synthetic,,,9,1.1337369680404663,0.8961250483989716,0.1932301251217723,json:fx309.7,,,true
G/f0061,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0061_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0061_label.json,,,,0061,560,560,false,1,renderer,exact_synthetic,,,9,1.1651504505789505,0.8884180492605103,0.15109509509056807,json:fx578.5,,,true
G/f0062,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0062_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0062_label.json,,,,0062,640,480,false,1,renderer,exact_synthetic,,,9,1.0634683470125328,1.2322253509337315,0.14826330821961164,json:fx328.7,,,true
G/f0063,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0063_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0063_label.json,,,,0063,640,480,false,1,renderer,exact_synthetic,,,9,1.1666045188903809,0.9902868270874033,0.15213290322571993,json:fx631.6,,,true
G/f0064,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0064_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0064_label.json,,,,0064,720,480,false,1,renderer,exact_synthetic,,,9,1.1220765113830566,0.6607179641725354,0.1355533474124968,json:fx355.2,,,true
G/f0065,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0065_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0065_label.json,,,,0065,640,480,false,1,renderer,exact_synthetic,,,9,1.1156063079833984,1.0792293548583984,0.134727674536407,json:fx605.9,,,true
G/f0066,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0066_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0066_label.json,,,,0066,960,540,false,1,renderer,exact_synthetic,,,9,0.9103574752807617,1.1683106422424316,0.19603301957249641,json:fx309.7,,,true
G/f0067,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0067_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0067_label.json,,,,0067,640,480,false,1,renderer,exact_synthetic,,,9,0.9940755569550679,1.1511813694196478,0.15307799214497209,json:fx364.0,,,true
G/f0068,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0068_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0068_label.json,,,,0068,720,480,false,1,renderer,exact_synthetic,,,9,1.069237112998964,0.7080170512199402,0.14540969068184495,json:fx652.4,,,true
G/f0069,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0069_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0069_label.json,,,,0069,640,480,false,1,renderer,exact_synthetic,,,9,0.9658378958702087,1.214510440826416,0.16175758838653564,json:fx549.6,,,true
G/f0070,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0070_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0070_label.json,,,,0070,960,540,false,1,renderer,exact_synthetic,,,9,0.9597644805908203,1.0067682266235352,0.12442790996283293,json:fx598.4,,,true
G/f0071,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0071_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0071_label.json,,,,0071,640,480,false,1,renderer,exact_synthetic,,,9,1.0439410209655762,0.8581371307373058,0.1421504346653819,json:fx605.9,,,true
G/f0072,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0072_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0072_label.json,,,,0072,640,480,false,1,renderer,exact_synthetic,,,9,1.3506917953491224,0.9383106827735901,0.16394940251484513,json:fx450.6,,,true
G/f0073,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0073_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0073_label.json,,,,0073,960,540,false,1,renderer,exact_synthetic,,,9,1.132197618484497,1.0519023537635803,0.19325714278966188,json:fx523.7,,,true
G/f0074,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0074_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0074_label.json,,,,0074,720,480,false,1,renderer,exact_synthetic,,,9,1.1031165122985849,1.1527791023254395,0.15751210108055602,json:fx523.8,,,true
G/f0075,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0075_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0075_label.json,,,,0075,640,480,false,1,renderer,exact_synthetic,,,9,0.953977108001709,1.3237485885620117,0.13197876792401075,json:fx410.8,,,true
G/f0076,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0076_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0076_label.json,,,,0076,960,540,false,1,renderer,exact_synthetic,,,9,0.8379802703857422,1.0339269638061523,0.18039864674210548,json:fx605.9,,,true
G/f0077,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0077_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0077_label.json,,,,0077,560,560,false,1,renderer,exact_synthetic,,,9,0.9471920132637024,1.3569521903991713,0.1542831240221858,json:fx601.8,,,true
G/f0078,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0078_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0078_label.json,,,,0078,720,480,false,1,renderer,exact_synthetic,,,9,1.4156289100646973,0.9836915135383606,0.1561064450070262,json:fx638.0,,,true
G/f0079,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0079_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0079_label.json,,,,0079,640,480,false,1,renderer,exact_synthetic,,,9,1.0678765773773193,0.9537897109985362,0.11258015874773264,json:fx547.3,,,true
G/f0080,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0080_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0080_label.json,,,,0080,720,480,false,1,renderer,exact_synthetic,,,9,0.9773533471070559,0.8149410852493054,0.13260324252769365,json:fx605.9,,,true
G/f0081,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0081_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0081_label.json,,,,0081,640,480,false,1,renderer,exact_synthetic,,,9,0.8376092910766602,1.007309913635254,0.12870884966105223,json:fx648.9,,,true
G/f0082,generic_synth,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/rgb/f0082_rgb.png,data/pallet/training_data/paper_release/v2_prod40k_clean_merged/labels/f0082_label.json,,,,0082,960,540,false,1,renderer,exact_synthetic,,,9,0.9168980717658997,1.108051061630249,0.11298764776438475,json:fx661.9,,,true
